agency,stop_id,stop_name,route_type,date,shn_route,shn_route_type,x,y
Orange County Transportation Authority,7334,BEACH-WESTMINSTER,3,8/14/2024,39,State,-117.989872,33.758848
Orange County Transportation Authority,7335,BEACH-13TH,3,8/14/2024,39,State,-117.989844,33.755299
Orange County Transportation Authority,7336,BEACH-HAZARD,3,8/14/2024,39,State,-117.989774,33.751647
Orange County Transportation Authority,7337,BEACH-MADISON,3,8/14/2024,39,State,-117.989762,33.747846
Orange County Transportation Authority,7339,BEACH-ELMORE,3,8/14/2024,39,State,-117.989659,33.740454
Orange County Transportation Authority,8143,BEACH-PACIFIC VIEW,3,8/14/2024,39,State,-117.988472,33.650717
Orange County Transportation Authority,8607,BEACH-EDINGER,3,8/14/2024,39,State,-117.989537,33.729392
Orange County Transportation Authority,8289,MALVERN-BEACH,3,8/14/2024,39,State,-117.995473,33.884191
Orange County Transportation Authority,3032,TALBERT-BEACH,3,8/14/2024,39,State,-117.988748,33.701082
City of Duarte,838,Beach Blvd and Gregory Ln S,3,8/14/2024,39,State,-117.968093,33.936369
Orange County Transportation Authority,111,BEACH-LINCOLN,3,8/14/2024,39,State,-117.993747,33.831534
Orange County Transportation Authority,770,BEACH-DURANGO,3,8/14/2024,39,State,-117.993143,33.888254
Orange County Transportation Authority,2633,BEACH-WARNER,3,8/14/2024,39,State,-117.989364,33.71498
Orange County Transportation Authority,2635,BEACH-HOLLAND,3,8/14/2024,39,State,-117.989306,33.710992
Orange County Transportation Authority,2639,BEACH-TAYLOR,3,8/14/2024,39,State,-117.989264,33.69716
Orange County Transportation Authority,2640,BEACH-MAIN,3,8/14/2024,39,State,-117.989091,33.69316
Orange County Transportation Authority,4312,BEACH-LA HABRA,3,8/14/2024,39,State,-117.968077,33.930702
Orange County Transportation Authority,4313,BEACH-MERCED,3,8/14/2024,39,State,-117.96805,33.926676
Orange County Transportation Authority,4315,BEACH-FASHION SQUARE,3,8/14/2024,39,State,-117.96799,33.920141
Orange County Transportation Authority,4316,BEACH-IMPERIAL,3,8/14/2024,39,State,-117.968547,33.916971
Orange County Transportation Authority,4317,BEACH-WESTRIDGE PLAZA SOUTH,3,8/14/2024,39,State,-117.97121,33.914191
Orange County Transportation Authority,4424,BEACH-SOMERSET,3,8/14/2024,39,State,-117.983391,33.902387
Orange County Transportation Authority,7110,BEACH-ORANGEWOOD,3,8/14/2024,39,State,-117.993279,33.795201
Orange County Transportation Authority,7111,BEACH-BEVER,3,8/14/2024,39,State,-117.993236,33.791366
Orange County Transportation Authority,7112,BEACH-CHAPMAN,3,8/14/2024,39,State,-117.993202,33.78798
Orange County Transportation Authority,7113,BEACH-CATHERINE,3,8/14/2024,39,State,-117.993148,33.783635
Orange County Transportation Authority,7114,BEACH-LAMPSON,3,8/14/2024,39,State,-117.993118,33.780657
Orange County Transportation Authority,7115,BEACH-VILLAGE CENTER,3,8/14/2024,39,State,-117.993083,33.77705
Orange County Transportation Authority,7333,BEACH-21ST,3,8/14/2024,39,State,-117.989954,33.7622
Orange County Transportation Authority,7338,BEACH-BOLSA,3,8/14/2024,39,State,-117.989737,33.74421
Orange County Transportation Authority,7340,BEACH-MCFADDEN,3,8/14/2024,39,State,-117.989662,33.738137
City of Duarte,1148,Diamond Bar Park & Ride W,3,8/14/2024,57,State,-117.812073,34.02538
City of Duarte,2818,Union Station Patsaouras Bus Plaza W,3,8/14/2024,101,US,-118.233009,34.053974
City of Duarte,618,Arcadia St and Los Angeles St W,3,8/14/2024,101,US,-118.238996,34.05521
City of Los Angeles,422305,101 Hwy & Alvarado St (Westbound),3,8/14/2024,101,US,-118.26691,34.072293
City of Los Angeles,422306,101 Hwy & Western Ave (Westbound),3,8/14/2024,101,US,-118.309472,34.09409
City of Los Angeles,485090,101 Fwy & Vermont Ave (Westbound),3,8/14/2024,101,US,-118.291694,34.080353
City of Los Angeles,5801544,Edgeware Rd & Bellevue Ave (Northbound),3,8/14/2024,101,US,-118.254226,34.067258
City of Los Angeles,5802501,Bellevue Ave & Douglas St (Eastbound),3,8/14/2024,101,US,-118.255977,34.068213
Los Angeles County Metropolitan Transportation Authority,10995,Alvarado / Hollywood Fwy,3,8/14/2024,101,US,-118.266909,34.072276
Los Angeles County Metropolitan Transportation Authority,12548,Normandie / Monroe,3,8/14/2024,101,US,-118.300572,34.085315
Los Angeles County Metropolitan Transportation Authority,9138,Cahuenga / Lakeridge,3,8/14/2024,101,US,-118.342234,34.124128
Los Angeles County Metropolitan Transportation Authority,2927,Laurel Canyon / Ventura Freeway,3,8/14/2024,101,US,-118.396623,34.154664
Los Angeles County Metropolitan Transportation Authority,352,Balboa Blvd / Ventura Fwy,3,8/14/2024,101,US,-118.500949,34.170302
Los Angeles County Metropolitan Transportation Authority,7056,Winnetka / Ventura Fwy,3,8/14/2024,101,US,-118.570781,34.172158
Los Angeles County Metropolitan Transportation Authority,11900,Broadway / Arcadia,3,8/14/2024,101,US,-118.242212,34.056942
Los Angeles County Metropolitan Transportation Authority,73,Alameda / Arcadia,3,8/14/2024,101,US,-118.237945,34.054387
City of Duarte,549,Aliso St and Los Angeles St E,3,8/14/2024,101,US,-118.239751,34.054891
City of Los Angeles,422301,101 Hwy & Western Ave (Eastbound),3,8/14/2024,101,US,-118.308935,34.093237
City of Los Angeles,422302,101 Hwy & Alvarado St (Eastbound),3,8/14/2024,101,US,-118.266862,34.071778
City of Los Angeles,422308,101 Hwy & Van Nuys Blvd (Eastbound),3,8/14/2024,101,US,-118.447686,34.156194
City of Los Angeles,485089,101 Fwy & Vermont Ave (Eastbound),3,8/14/2024,101,US,-118.291831,34.07929
City of Los Angeles,423992,Hayvenhurst Ave & Magnolia Blvd (Southbound),3,8/14/2024,101,US,-118.492377,34.165063
City of Los Angeles,485249,Ave San Luis & Dunman Ave (Eastbound),3,8/14/2024,101,US,-118.628597,34.162383
City of Los Angeles,485269,Ave San Luis & Dunman Ave (Westbound),3,8/14/2024,101,US,-118.628397,34.16248
Los Angeles County Metropolitan Transportation Authority,8966,Temple / Edgeware,3,8/14/2024,101,US,-118.254761,34.066957
Los Angeles County Metropolitan Transportation Authority,18060,Tujunga / Sarah,3,8/14/2024,101,US,-118.379135,34.15406
Los Angeles County Metropolitan Transportation Authority,18136,Tujunga / Sarah,3,8/14/2024,101,US,-118.378864,34.154017
Los Angeles County Metropolitan Transportation Authority,12967,Roadside / Cornell,3,8/14/2024,101,US,-118.755419,34.145018
Los Angeles County Metropolitan Transportation Authority,20093,Roadside / Lewis,3,8/14/2024,101,US,-118.743614,34.142871
Los Angeles County Metropolitan Transportation Authority,20250,Avenue San Luis / Abbeyville,3,8/14/2024,101,US,-118.632957,34.160725
Los Angeles County Metropolitan Transportation Authority,8889,Avenue San Luis / Dunman,3,8/14/2024,101,US,-118.628551,34.16249
Los Angeles County Metropolitan Transportation Authority,3358,Alvarado / Hollywood Fwy,3,8/14/2024,101,US,-118.266885,34.071787
Los Angeles County Metropolitan Transportation Authority,12456,Vermont / Rosewood,3,8/14/2024,101,US,-118.291848,34.079255
Los Angeles County Metropolitan Transportation Authority,554,Cahuenga / Barham,3,8/14/2024,101,US,-118.347312,34.128667
Los Angeles County Metropolitan Transportation Authority,11417,Laurel Canyon / Ventura Freeway,3,8/14/2024,101,US,-118.396317,34.154209
Los Angeles County Metropolitan Transportation Authority,12415,Aliso / Los Angeles,3,8/14/2024,101,US,-118.23971,34.054881
City of Ojai,5364095,Roadside Dr & Cornell Rd,3,8/14/2024,101,US,-118.755804,34.144967
Fresno County Rural Transit Agency,2454673,Coalinga (Reel Time Entertainment),3,8/14/2024,198,State,-120.360738,36.139445
Fresno County Rural Transit Agency,29427,Coalinga (Downtown Parking Lot Bus Shelter),3,8/14/2024,198,State,-120.361465,36.13858
Fresno County Rural Transit Agency,29424,Huron (Rhino Liquor Market),3,8/14/2024,269,State,-120.103577,36.20071
Fresno County Rural Transit Agency,29425,Huron (West American Bank),3,8/14/2024,269,State,-120.1032869,36.20123477
Fresno County Rural Transit Agency,2454680,Firebaugh (Family Dollar Bus Shelter),3,8/14/2024,33,State,-120.458148,36.858567
Fresno County Rural Transit Agency,2454683,Firebaugh (Bench at Firebaugh Supermarket),3,8/14/2024,33,State,-120.457128,36.858094
Fresno County Rural Transit Agency,29343,Firebaugh (Hacienda and Mobile Home Park),3,8/14/2024,33,State,-120.452705,36.853428
Fresno County Rural Transit Agency,29344,Latino Market,3,8/14/2024,33,State,-120.45195,36.852749
Fresno County Rural Transit Agency,2454681,Mendota (Chevron),3,8/14/2024,180,State,-120.3855462,36.75970284
Fresno County Rural Transit Agency,2454685,Mendota (Ramon's Tire Shop),3,8/14/2024,180,State,-120.3851054,36.75958953
Fresno County Rural Transit Agency,29347,Mendota (Washington Elementary School Bus Shelter),3,8/14/2024,180,State,-120.381546,36.756279
Fresno County Rural Transit Agency,29348,Mendota (Quickeroo Bus Shelter),3,8/14/2024,180,State,-120.381409,36.756371
Fresno County Rural Transit Agency,29349,Mendota (Across from 76 Gas Station),3,8/14/2024,180,State,-120.37397,36.749802
Fresno County Rural Transit Agency,29350,Mendota (76 Gas Station),3,8/14/2024,180,State,-120.373703,36.749802
Fresno County Rural Transit Agency,29351,Kerman (Me-n-Ed's Bus Shelter),3,8/14/2024,180,State,-120.062195,36.734852
Fresno County Rural Transit Agency,29352,Kerman (Bench at Round Table Pizza),3,8/14/2024,180,State,-120.062492,36.735012
City of Fresno,517,NW SAN PABLO - BELMONT,3,8/14/2024,180,State,-119.795144,36.751022
City of Fresno,649,NW H ST - ROOSEVELT,3,8/14/2024,180,State,-119.806557,36.745238
City of Fresno,738,SW H ST - ARROYO-FWY 180,3,8/14/2024,180,State,-119.806523,36.74497
City of Fresno,1214,NW BELMONT - SAN PABLO,3,8/14/2024,180,State,-119.795494,36.750532
City of Fresno,444,NE SAN PABLO - BELMONT,3,8/14/2024,180,State,-119.795025,36.751126
City of Fresno,873,SE VAN NESS - BELMONT,3,8/14/2024,180,State,-119.798837,36.749814
City of Fresno,1071,SE FRESNO - FWY 180,3,8/14/2024,180,State,-119.781471,36.754008
City of Fresno,1133,NW FRESNO - FWY 180,3,8/14/2024,180,State,-119.781584,36.753915
City of Fresno,2274,4827 N PARKWAY,3,8/14/2024,99,State,-119.882164,36.8045
City of Fresno,1130,SW FRESNO - WELDON,3,8/14/2024,41,State,-119.78165,36.768405
City of Fresno,596,SW CLINTON - THESTA,3,8/14/2024,41,State,-119.784671,36.772202
City of Fresno,1321,SE CHURCH - KIRK,3,8/14/2024,41,State,-119.784571,36.714131
City of Fresno,791,NW CLINTON -THESTA,3,8/14/2024,41,State,-119.784322,36.772329
City of Fresno,1076,SE FRESNO - WELDON,3,8/14/2024,41,State,-119.781447,36.767674
City of Fresno,2267,ALLUVIAL - HIGHWAY 41,3,8/14/2024,41,State,-119.7853,36.84467
City of Fresno,863,NW VENTURA - R ST,3,8/14/2024,41,State,-119.777969,36.735578
City of Fresno,889,SE VENTURA - R ST,3,8/14/2024,41,State,-119.777798,36.735437
City of Fresno,2297,SE DAKOTA - BARTON,3,8/14/2024,168,State,-119.749492,36.786763
City of Fresno,1376,NW OLIVE - BARTON,3,8/14/2024,168,State,-119.749689,36.757795
City of Gardena,498,Rosecrans Station,3,8/14/2024,110,Interstate,-118.286726,33.901844
City of Gardena,499,Rosecrans Station,3,8/14/2024,110,Interstate,-118.286726,33.901973
City of Los Angeles,426250,37th St Transitway Station (Northbound),3,8/14/2024,110,Interstate,-118.279999,34.01766
City of Los Angeles,3687190,Harbor Transitway (Eastbound),3,8/14/2024,110,Interstate,-118.280424,33.989098
City of Los Angeles,433064,Harbor/Century Transitway Station (Northbound),3,8/14/2024,110,Interstate,-118.280654,33.928637
City of Los Angeles,433065,Harbor/Century Transitway Station (Southbound),3,8/14/2024,110,Interstate,-118.280858,33.928628
City of Los Angeles,4667727,37th St Transitway Station (Northbound),3,8/14/2024,110,Interstate,-118.279999,34.01766
City of Los Angeles,4896687,Figueroa St & 23rd St,3,8/14/2024,110,Interstate,-118.274254,34.030834
City of Los Angeles,4896700,Figueroa St & 23rd St,3,8/14/2024,110,Interstate,-118.274453,34.030714
City of Los Angeles,305382,Figueroa & 23rd,3,8/14/2024,110,Interstate,-118.274549,34.030634
Los Angeles County Metropolitan Transportation Authority,1537,Manchester / Harbor Transitway Station,3,8/14/2024,110,Interstate,-118.28086,33.959966
Los Angeles County Metropolitan Transportation Authority,17433,L St / Figueroa,3,8/14/2024,110,Interstate,-118.281288,33.785942
Los Angeles County Metropolitan Transportation Authority,23200045,Figueroa / Robidoux,3,8/14/2024,110,Interstate,-118.281114,33.787896
Los Angeles County Metropolitan Transportation Authority,23200046,Figueroa / L,3,8/14/2024,110,Interstate,-118.280859,33.785718
Los Angeles County Metropolitan Transportation Authority,23200047,Figueroa / Grant,3,8/14/2024,110,Interstate,-118.280489,33.783128
Los Angeles County Metropolitan Transportation Authority,10848,Harbor Transitway / 37th St / USC,3,8/14/2024,110,Interstate,-118.280305,34.017818
Los Angeles County Metropolitan Transportation Authority,10853,Harbor Transitway / Manchester,3,8/14/2024,110,Interstate,-118.281034,33.959639
Los Angeles County Metropolitan Transportation Authority,2315,Harbor Transitway / 37th St / USC,3,8/14/2024,110,Interstate,-118.279922,34.017657
Los Angeles County Metropolitan Transportation Authority,2320,Harbor Transitway / Manchester,3,8/14/2024,110,Interstate,-118.280559,33.959799
Los Angeles County Metropolitan Transportation Authority,2322,Harbor Transitway / Slauson,3,8/14/2024,110,Interstate,-118.280198,33.988691
Los Angeles County Metropolitan Transportation Authority,10846,Harbor Transitway / Rosecrans,3,8/14/2024,110,Interstate,-118.286828,33.902028
Los Angeles County Metropolitan Transportation Authority,10855,Harbor Transitway / Harbor Fwy Station,3,8/14/2024,110,Interstate,-118.280821,33.928729
Los Angeles County Metropolitan Transportation Authority,2321,Harbor Transitway / Rosecrans,3,8/14/2024,110,Interstate,-118.286406,33.901754
Los Angeles County Metropolitan Transportation Authority,2324,Harbor Transitway / Harbor Fwy Station,3,8/14/2024,110,Interstate,-118.280709,33.928732
Los Angeles County Metropolitan Transportation Authority,17105,23rd / Figueroa,3,8/14/2024,110,Interstate,-118.274488,34.030969
Los Angeles County Metropolitan Transportation Authority,17144,23rd / Figueroa,3,8/14/2024,110,Interstate,-118.274593,34.030793
Los Angeles County Metropolitan Transportation Authority,13435,Figueroa / 23rd,3,8/14/2024,110,Interstate,-118.274592,34.030645
Los Angeles County Metropolitan Transportation Authority,141079,Harbor Fwy / Pacific Coast Highway,3,8/14/2024,110,Interstate,-118.281893,33.790656
Los Angeles County Metropolitan Transportation Authority,141080,Harbor Fwy / Carson,3,8/14/2024,110,Interstate,-118.287188,33.831921
Los Angeles County Metropolitan Transportation Authority,142216,Harbor Fwy / Pacific Coast Highway,3,8/14/2024,110,Interstate,-118.282191,33.790367
City of Torrance,370,Harbor Transitway at Rosecrans Av,3,8/14/2024,110,Interstate,-118.286533,33.902044
City of Torrance,371,Harbor Transitway at Harbor Freeway Station,3,8/14/2024,110,Interstate,-118.280781,33.928986
City of Torrance,372,Harbor Transitway at Manchester Bl,3,8/14/2024,110,Interstate,-118.280783,33.960433
City of Torrance,373,Harbor Transitway at Slauson Av,3,8/14/2024,110,Interstate,-118.280463,33.989024
City of Torrance,374,Harbor Transitway at 37th St/USC,3,8/14/2024,110,Interstate,-118.280039,34.017849
City of Torrance,400,Harbor Transitway at 37th St & USC,3,8/14/2024,110,Interstate,-118.280218,34.017735
City of Torrance,401,Harbor Transitway at Slauson Av,3,8/14/2024,110,Interstate,-118.280571,33.988524
City of Torrance,402,Harbor Transitway at Manchester Bl,3,8/14/2024,110,Interstate,-118.280845,33.9599
City of Torrance,403,Harbor Transitway at Harbor Freeway Station,3,8/14/2024,110,Interstate,-118.28073,33.928504
City of Torrance,404,Harbor Transitway at Rosecrans Av,3,8/14/2024,110,Interstate,-118.286679,33.901631
City of Los Angeles,426253,37th St Transitway Station (Southbound),3,8/14/2024,110,Interstate,-118.280332,34.017914
City of Los Angeles,4668084,37th St Transitway Station (Southbound),3,8/14/2024,110,Interstate,-118.280332,34.017914
Los Angeles County Metropolitan Transportation Authority,1539,Slauson / Harbor Transitway Station,3,8/14/2024,110,Interstate,-118.28078,33.989055
Los Angeles County Metropolitan Transportation Authority,17354,Rosecrans / Harbor Fwy,3,8/14/2024,110,Interstate,-118.286983,33.902016
Los Angeles County Metropolitan Transportation Authority,10994,Harbor Transitway / Slauson,3,8/14/2024,110,Interstate,-118.280733,33.988866
Los Angeles County Metropolitan Transportation Authority,13460,Flower / Adams,3,8/14/2024,110,Interstate,-118.274645,34.028542
Los Angeles County Metropolitan Transportation Authority,14073,Harbor Fwy / Carson,3,8/14/2024,110,Interstate,-118.287584,33.831269
Los Angeles County Metropolitan Transportation Authority,80309,Harbor Freeway Station,0,8/14/2024,110,Interstate,-118.2811,33.928714
City of Torrance,375,Figueroa Wy at Adams Bl,3,8/14/2024,110,Interstate,-118.274702,34.028529
City of Gardena,120,Western Ave & 255th St,3,8/14/2024,213,State,-118.30776,33.792648
City of Gardena,121,Western Ave & 253rd St,3,8/14/2024,213,State,-118.307752,33.794501
City of Gardena,122,Western Ave & Lomita Bl,3,8/14/2024,213,State,-118.307733,33.798131
City of Gardena,124,Western Ave & 247th St,3,8/14/2024,213,State,-118.30767,33.801098
City of Gardena,125,Western Ave & 242nd Pl,3,8/14/2024,213,State,-118.307638,33.804638
City of Gardena,126,Western Ave & 238th St,3,8/14/2024,213,State,-118.308308,33.808842
City of Gardena,127,Western Ave & 236th St,3,8/14/2024,213,State,-118.308908,33.811054
City of Gardena,128,Western Ave & Sepulveda Bl,3,8/14/2024,213,State,-118.30903,33.816751
City of Gardena,129,Western Ave & 228th St,3,8/14/2024,213,State,-118.309043,33.819192
